ICD10Code	ICD10Description	AlcoholAbuse	Anemia	Anxiety	Bipolar	CAD	CardiacArrhythmias	Cerebrovascular	CHF	ChronicLiverDisease	ChronicRenalFailure	CPD	Depression	Diabetes	DrugAbuse	HTN	MalignantTumor	NicotineAbuse	PainArthritis	Psychosis	PTSD	PVD
J42.	Unspecified chronic bronchitis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J43.0	Unilateral pulmonary emphysema [MacLeod's syndrome]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J43.1	Panlobular emphysema	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J43.2	Centrilobular emphysema	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J43.8	Other emphysema	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J43.9	Emphysema, unspecified	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J44.0	Chronic obstructive pulmonary disease with acute lower respiratory infection	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J44.1	Chronic obstructive pulmonary disease with (acute) exacerbation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J44.9	Chronic obstructive pulmonary disease, unspecified	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.20	Mild intermittent asthma, uncomplicated	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.21	Mild intermittent asthma with (acute) exacerbation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.22	Mild intermittent asthma with status asthmaticus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.30	Mild persistent asthma, uncomplicated	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.31	Mild persistent asthma with (acute) exacerbation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.32	Mild persistent asthma with status asthmaticus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.40	Moderate persistent asthma, uncomplicated	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.41	Moderate persistent asthma with (acute) exacerbation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.42	Moderate persistent asthma with status asthmaticus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.50	Severe persistent asthma, uncomplicated	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.51	Severe persistent asthma with (acute) exacerbation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.52	Severe persistent asthma with status asthmaticus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.901	Unspecified asthma with (acute) exacerbation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.902	Unspecified asthma with status asthmaticus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.909	Unspecified asthma, uncomplicated	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.990	Exercise induced bronchospasm	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.991	Cough variant asthma	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J45.998	Other asthma	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J60.	Coalworker's pneumoconiosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J61.	Pneumoconiosis due to asbestos and other mineral fibers	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J62.0	Pneumoconiosis due to talc dust	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J62.8	Pneumoconiosis due to other dust containing silica	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J63.0	Aluminosis (of lung)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J63.1	Bauxite fibrosis (of lung)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J63.2	Berylliosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J63.3	Graphite fibrosis (of lung)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J63.4	Siderosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J63.5	Stannosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J63.6	Pneumoconiosis due to other specified inorganic dusts	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J64.	Unspecified pneumoconiosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J65.	Pneumoconiosis associated with tuberculosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J66.0	Byssinosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J66.1	Flax-dressers' disease	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J66.2	Cannabinosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J66.8	Airway disease due to other specific organic dusts	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.0	Farmer's lung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.1	Bagassosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.2	Bird fancier's lung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.3	Suberosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.4	Maltworker's lung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.5	Mushroom-worker's lung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.6	Maple-bark-stripper's lung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.7	Air conditioner and humidifier lung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.8	Hypersensitivity pneumonitis due to other organic dusts	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J67.9	Hypersensitivity pneumonitis due to unspecified organic dust	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J68.4	Chronic respiratory conditions due to chemicals, gases, fumes and vapors	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J70.1	Chronic and other pulmonary manifestations due to radiation	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J70.3	Chronic drug-induced interstitial lung disorders	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J84.10	Pulmonary fibrosis, unspecified	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J84.111	Idiopathic interstitial pneumonia, not otherwise specified	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J84.112	Idiopathic pulmonary fibrosis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
J84.113	Idiopathic non-specific interstitial pneumonitis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F06.31	Mood disorder due to known physiological condition with depressive features	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F06.32	Mood disorder due to known physiological condition with major depressive-like episode	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.0	Major depressive disorder, single episode, mild	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.1	Major depressive disorder, single episode, moderate	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.2	Major depressive disorder, single episode, severe without psychotic features	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.3	Major depressive disorder, single episode, severe with psychotic features	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.4	Major depressive disorder, single episode, in partial remission	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.5	Major depressive disorder, single episode, in full remission	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.81	Premenstrual dysphoric disorder	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.89	Other specified depressive episodes	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F32.9	Major depressive disorder, single episode, unspecified	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.0	Major depressive disorder, recurrent, mild	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.1	Major depressive disorder, recurrent, moderate	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.2	Major depressive disorder, recurrent severe without psychotic features	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.3	Major depressive disorder, recurrent, severe with psychotic symptoms	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.40	Major depressive disorder, recurrent, in remission, unspecified	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.41	Major depressive disorder, recurrent, in partial remission	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.42	Major depressive disorder, recurrent, in full remission	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.8	Other recurrent depressive disorders	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F33.9	Major depressive disorder, recurrent, unspecified	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F34.1	Dysthymic disorder	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F43.21	Adjustment disorder with depressed mood	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
E08.21	Diabetes mellitus due to underlying condition with diabetic nephropathy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.22	Diabetes mellitus due to underlying condition with diabetic chronic kidney disease	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.29	Diabetes mellitus due to underlying condition with other diabetic kidney complication	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.311	Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.319	Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3211	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3212	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3213	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3219	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3291	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3292	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3293	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3299	Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3311	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3312	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3313	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3319	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3391	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3392	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3393	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3399	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3411	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3412	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3413	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3419	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3491	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3492	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3493	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3499	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3511	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3512	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3513	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3519	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3521	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3522	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3523	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3529	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3531	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3532	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3533	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3539	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3541	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3542	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3543	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3549	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3551	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3552	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3553	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3559	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3591	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3592	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3593	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.3599	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.36	Diabetes mellitus due to underlying condition with diabetic cataract	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.37X1	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.37X2	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.37X3	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.37X9	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.39	Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.40	Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.41	Diabetes mellitus due to underlying condition with diabetic mononeuropathy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.42	Diabetes mellitus due to underlying condition with diabetic polyneuropathy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.43	Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.44	Diabetes mellitus due to underlying condition with diabetic amyotrophy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.49	Diabetes mellitus due to underlying condition with other diabetic neurological complication	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.51	Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.52	Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.59	Diabetes mellitus due to underlying condition with other circulatory complications	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.610	Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.618	Diabetes mellitus due to underlying condition with other diabetic arthropathy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.620	Diabetes mellitus due to underlying condition with diabetic dermatitis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.621	Diabetes mellitus due to underlying condition with foot ulcer	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.622	Diabetes mellitus due to underlying condition with other skin ulcer	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.628	Diabetes mellitus due to underlying condition with other skin complications	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.630	Diabetes mellitus due to underlying condition with periodontal disease	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E08.638	Diabetes mellitus due to underlying condition with other oral complications	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.10	Type 1 diabetes mellitus with ketoacidosis without coma	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.11	Type 1 diabetes mellitus with ketoacidosis with coma	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.21	Type 1 diabetes mellitus with diabetic nephropathy	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.22	Type 1 diabetes mellitus with diabetic chronic kidney disease	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.29	Type 1 diabetes mellitus with other diabetic kidney complication	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.311	Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.319	Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3211	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3212	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3213	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3219	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3291	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3292	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3293	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3299	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3311	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3312	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3313	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3319	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3391	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
E10.3392	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
